ticker,company_name,industry,fiscal_year,fiscal_quarter,form_type,filing_date,period_end_date,revenue_millions,cost_of_revenue_millions,gross_profit_millions,operating_income_millions,net_income_millions,eps_basic,eps_diluted,total_assets_millions,current_assets_millions,total_liabilities_millions,current_liabilities_millions,stockholders_equity_millions,operating_cash_flow_millions,investing_cash_flow_millions,financing_cash_flow_millions,net_margin_percent,operating_margin_percent,current_ratio,debt_to_assets_percent
AAPL,Apple Inc.,,2013,,10-K,2013-10-30,2012-09-29,156508.0,,,55241.0,41733.0,44.64,44.15,176064.0,57653.0,57854.0,38542.0,118210.0,50856.0,,,26.67,35.3,1.5,32.86
AAPL,Apple Inc.,,2013,,10-K,2013-10-30,2012-03-31,39186.0,,,,11622.0,12.45,12.3,,,,,,,,,29.66,,,
AAPL,Apple Inc.,,2013,,10-K,2013-10-30,2011-09-24,108249.0,,,33790.0,25922.0,28.05,27.68,,,,,76615.0,37529.0,,,23.95,31.22,,
AAPL,Apple Inc.,,2013,,10-Q,2013-01-24,2012-12-29,54512.0,,,17210.0,13078.0,13.93,13.81,196088.0,72348.0,68742.0,46879.0,127346.0,23426.0,,,23.99,31.57,1.54,35.06
AAPL,Apple Inc.,,2013,,10-Q,2013-01-24,2011-12-31,46333.0,,,17340.0,13064.0,14.03,13.87,,,,,,17554.0,,,28.2,37.42,,
AAPL,Apple Inc.,,2012,,10-K,2012-10-31,2011-12-31,46333.0,,,,13064.0,14.03,13.87,,,,,,,,,28.2,,,
AAPL,Apple Inc.,,2012,,10-K,2012-10-31,2012-06-30,35023.0,,,,8824.0,9.42,9.32,,,,,,,,,25.19,,,
AAPL,Apple Inc.,,2012,,10-K,2012-10-31,2011-03-26,24667.0,,,,5987.0,6.49,6.4,,,,,,,,,24.27,,,
AAPL,Apple Inc.,,2012,,10-K,2012-10-31,2011-06-25,28571.0,,,,7308.0,7.89,7.79,,,,,,,,,25.58,,,
AAPL,Apple Inc.,,2012,,10-Q,2012-07-25,2012-06-30,120542.0,,,44297.0,33510.0,35.89,35.48,162896.0,51943.0,51150.0,33060.0,111746.0,41720.0,,,27.8,36.75,1.57,31.4
AAPL,Apple Inc.,,2012,,10-Q,2012-04-25,2011-03-26,51408.0,,,15701.0,11991.0,13.02,12.83,,,,,,15992.0,,,23.33,30.54,,
AAPL,Apple Inc.,,2012,,10-Q,2012-07-25,2011-06-25,79979.0,,,25080.0,19299.0,20.91,20.63,,,,,,27100.0,,,24.13,31.36,,
AAPL,Apple Inc.,,2012,,10-Q,2012-04-25,2012-03-31,85519.0,,,32724.0,24686.0,26.48,26.17,150934.0,50712.0,48436.0,32036.0,102498.0,31531.0,,,28.87,38.27,1.58,32.09
AAPL,Apple Inc.,,2012,,10-Q,2012-01-25,2010-12-25,26741.0,,,7827.0,6004.0,6.53,6.43,,,,,,9773.0,,,22.45,29.27,,
AAPL,Apple Inc.,,2011,,10-K,2011-10-26,2010-12-25,26741.0,,,,6004.0,6.53,6.43,,,,,,,,,22.45,,,
AAPL,Apple Inc.,,2011,,10-K,2011-10-26,2010-06-26,15700.0,,,,3253.0,3.57,3.51,,,,,,,,,20.72,,,
AAPL,Apple Inc.,,2011,,10-K,2011-10-26,2010-03-27,13499.0,,,,3074.0,3.39,3.33,,,,,,,,,22.77,,,
AAPL,Apple Inc.,,2011,,10-K,2011-10-26,2009-12-26,15683.0,,,,3378.0,3.74,3.67,,,,,,,,,21.54,,,
AAPL,Apple Inc.,,2011,,10-K,2011-10-26,2010-09-25,65225.0,,,18385.0,14013.0,15.41,15.15,75183.0,41678.0,27392.0,20722.0,47791.0,18595.0,,,21.48,28.19,2.01,36.43
AAPL,Apple Inc.,,2010,,10-K,2010-10-27,2009-03-28,9084.0,,,,1620.0,1.82,1.79,,,,,,,,,17.83,,,
AAPL,Apple Inc.,,2010,,10-K,2010-10-27,2009-06-27,9734.0,,,,1828.0,2.05,2.01,,,,,,,,,18.78,,,
AAPL,Apple Inc.,,2010,,10-K,2010-10-27,2009-09-26,42905.0,,,11740.0,8235.0,9.22,9.08,47501.0,31555.0,15861.0,11506.0,31640.0,10159.0,,,19.19,27.36,2.74,33.39
AAPL,Apple Inc.,,2010,,10-K,2010-10-27,2008-12-27,11880.0,,,,2255.0,2.54,2.5,,,,,,,,,18.98,,,
AAPL,Apple Inc.,,2010,,10-K,2010-10-27,2008-09-27,37491.0,,,8327.0,6119.0,6.94,6.78,36171.0,,,,22297.0,9596.0,,,16.32,22.21,,
AAPL,Apple Inc.,,2010,,10-Q,2010-01-25,2008-12-27,11880.0,,,3101.0,2255.0,2.54,2.5,,,,,,3938.0,,,18.98,26.1,,
AAPL,Apple Inc.,,2010,,10-Q,2010-07-21,2009-06-27,30698.0,,,8056.0,5703.0,6.4,6.3,,,,,,7049.0,,,18.58,26.24,,
AAPL,Apple Inc.,,2010,,10-Q,2010-04-21,2010-03-27,29182.0,,,8704.0,6452.0,7.12,7.0,57057.0,32336.0,17709.0,12229.0,39348.0,8111.0,,,22.11,29.83,2.64,31.04
AAPL,Apple Inc.,,2010,,10-Q,2010-01-25,2009-12-26,15683.0,,,4725.0,3378.0,3.74,3.67,53926.0,33332.0,18158.0,13097.0,35768.0,5781.0,,,21.54,30.13,2.55,33.67
AAPL,Apple Inc.,,2010,,10-Q,2010-04-21,2009-03-28,20964.0,,,5424.0,3875.0,4.35,4.29,,,,,,4779.0,,,18.48,25.87,,
AAPL,Apple Inc.,,2010,,10-Q,2010-07-21,2010-06-26,44882.0,,,12938.0,9705.0,10.69,10.51,64725.0,36033.0,21614.0,15612.0,43111.0,12912.0,,,21.62,28.83,2.31,33.39
AAPL,Apple Inc.,,2009,,10-K,2009-10-27,2007-09-29,24006.0,,,4409.0,3496.0,4.04,3.93,,,,,14532.0,5470.0,,,14.56,18.37,,
AAPL,Apple Inc.,,2009,,10-Q,2009-07-22,2008-06-28,24584.0,,,4833.0,3698.0,4.2,4.1,,,,,,5301.0,,,15.04,19.66,,
DIS,Walt Disney Co,,2025,,10-Q,2025-05-07,2025-03-29,48311.0,,,9496.0,5829.0,3.22,3.21,195833.0,22735.0,,34029.0,104339.0,9958.0,,,12.07,19.66,0.67,
DIS,Walt Disney Co,,2025,,10-Q,2025-02-05,2024-12-28,24690.0,,,5060.0,2554.0,1.41,1.4,197046.0,23667.0,,34846.0,101933.0,3205.0,,,10.34,20.49,0.68,
DIS,Walt Disney Co,,2025,,10-Q,2025-02-05,2023-12-30,23549.0,,,3876.0,1911.0,1.04,1.04,,,,,,2185.0,,,8.11,16.46,,
DIS,Walt Disney Co,,2024,,10-K,2024-11-14,2024-09-28,91361.0,,,15601.0,4972.0,2.72,2.72,196219.0,25241.0,,34599.0,100696.0,,,,5.44,17.08,0.73,
DIS,Walt Disney Co,,2024,,10-Q,2024-05-07,2024-03-30,45632.0,,,7721.0,1891.0,1.03,1.03,195110.0,24636.0,,32874.0,99252.0,5851.0,,,4.14,16.92,0.75,
DIS,Walt Disney Co,,2024,,10-Q,2024-08-07,2024-06-29,68787.0,,,11946.0,4512.0,2.47,2.46,197772.0,25493.0,,35612.0,100622.0,8453.0,,,6.56,17.37,0.72,
DIS,Walt Disney Co,,2023,,10-K,2023-11-21,2022-10-01,82722.0,,,12121.0,3145.0,1.73,1.72,203631.0,29098.0,,29073.0,95008.0,,,,3.8,14.65,1.0,
DIS,Walt Disney Co,,2023,,10-K,2023-11-21,2023-09-30,88898.0,,,12863.0,2354.0,1.29,1.29,205579.0,32763.0,,31139.0,99277.0,,,,2.65,14.47,1.05,
DIS,Walt Disney Co,,2023,,10-Q,2023-02-08,2022-12-31,23512.0,,,3043.0,1279.0,0.7,0.7,202124.0,26912.0,,27070.0,96149.0,,,,5.44,12.94,0.99,
DIS,Walt Disney Co,,2023,,10-Q,2023-08-09,2023-07-01,67657.0,,,9887.0,2090.0,1.14,1.14,203783.0,30174.0,,28234.0,97610.0,,,,3.09,14.61,1.07,
DIS,Walt Disney Co,,2023,,10-Q,2023-05-10,2023-04-01,45327.0,,,6328.0,2550.0,1.4,1.39,204858.0,28263.0,,28056.0,97859.0,,,,5.63,13.96,1.01,
DIS,Walt Disney Co,,2023,,10-Q,2023-05-10,2022-04-02,41068.0,,,6957.0,1574.0,0.86,0.86,,,,,,,,,3.83,16.94,,
DIS,Walt Disney Co,,2022,,10-Q,2022-08-10,2022-07-02,62572.0,,,10524.0,2983.0,1.64,1.63,204074.0,31422.0,,30704.0,92500.0,,,,4.77,16.82,1.02,
DIS,Walt Disney Co,,2022,,10-Q,2022-02-09,2022-01-01,21819.0,,,3258.0,1104.0,0.61,0.6,203311.0,32913.0,,30037.0,89864.0,,,,5.06,14.93,1.1,
DIS,Walt Disney Co,,2022,,10-Q,2022-05-11,2021-04-03,31862.0,,,3797.0,918.0,0.51,0.5,,,,,,,,,2.88,11.92,,
DIS,Walt Disney Co,,2021,,10-K,2021-11-24,2020-10-03,65388.0,,,8108.0,-2864.0,-1.58,-1.58,201549.0,35251.0,,26628.0,83583.0,,,,-4.38,12.4,1.32,
DIS,Walt Disney Co,,2021,,10-K,2021-11-24,2021-10-02,67418.0,,,7766.0,1995.0,1.1,1.09,203609.0,33657.0,,31077.0,88553.0,,,,2.96,11.52,1.08,
DIS,Walt Disney Co,,2021,,10-Q,2021-02-11,2021-01-02,16249.0,,,1332.0,17.0,0.01,0.01,201888.0,34874.0,,26546.0,84071.0,,,,0.1,8.2,1.31,
DIS,Walt Disney Co,,2021,,10-Q,2021-08-12,2021-07-03,48884.0,,,6179.0,1836.0,1.01,1.0,202221.0,33966.0,,27413.0,86741.0,,,,3.76,12.64,1.24,
DIS,Walt Disney Co,,2021,,10-Q,2021-05-13,2020-03-28,38902.0,,,6403.0,2567.0,1.42,1.41,,,,,,,,,6.6,16.46,,
DIS,Walt Disney Co,,2020,,10-K,2020-11-25,2019-12-28,20877.0,,,3996.0,2107.0,1.17,1.16,,,,,,,,,10.09,19.14,,
DIS,Walt Disney Co,,2020,,10-K,2020-11-25,2020-06-27,11779.0,,,1099.0,-4721.0,-2.61,-2.61,,,,,,,,,-40.08,9.33,,
DIS,Walt Disney Co,,2020,,10-K,2020-11-25,2020-03-28,18025.0,,,2407.0,460.0,0.25,0.25,,,,,,,,,2.55,13.35,,
DIS,Walt Disney Co,,2020,,10-K,2020-11-25,2019-03-30,14924.0,,,3815.0,5452.0,3.56,3.55,,,,,,,,,36.53,25.56,,
DIS,Walt Disney Co,,2020,,10-Q,2020-02-04,2018-12-29,15303.0,,,3655.0,2788.0,1.87,1.86,,,,,,,,,18.22,23.88,,
DIS,Walt Disney Co,,2020,,10-Q,2020-02-04,2019-12-28,20858.0,,,4002.0,2107.0,1.17,1.16,200948.0,27776.0,,34797.0,89757.0,,,,10.1,19.19,0.8,
DIS,Walt Disney Co,,2020,,10-Q,2020-08-04,2020-06-27,50681.0,,,7502.0,-2154.0,-1.19,-1.19,207649.0,41330.0,,30917.0,85866.0,,,,-4.25,14.8,1.34,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2017-12-30,15351.0,,,3986.0,4423.0,2.93,2.91,,,,,,,,,28.81,25.97,,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2018-03-31,14548.0,,,4237.0,2937.0,1.95,1.95,,,,,,,,,20.19,29.12,,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2017-09-30,55137.0,,,14775.0,8980.0,5.73,5.69,,,,,,,,,16.29,26.8,,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2019-09-28,69570.0,,,14868.0,11054.0,6.68,6.64,193984.0,28124.0,,31341.0,88877.0,,,,15.89,21.37,0.9,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2018-06-30,15229.0,,,4189.0,2916.0,1.96,1.95,,,,,,,,,19.15,27.51,,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2018-09-29,59434.0,,,15689.0,12598.0,8.4,8.36,98598.0,16825.0,,17860.0,48773.0,,,,21.2,26.4,0.94,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2018-12-29,15303.0,,,3655.0,2788.0,1.87,1.86,,,,,,,,,18.22,23.88,,
DIS,Walt Disney Co,,2019,,10-K,2019-11-20,2019-06-29,20245.0,,,3961.0,1760.0,0.98,0.97,,,,,,,,,8.69,19.57,,
DIS,Walt Disney Co,,2019,,10-Q,2019-08-06,2018-06-30,45128.0,,,12412.0,10276.0,6.84,6.81,,,,,,,,,22.77,27.5,,
DIS,Walt Disney Co,,2019,,10-Q,2019-08-06,2019-06-29,50470.0,,,11432.0,10000.0,6.22,6.19,209475.0,31370.0,,44593.0,90472.0,,,,19.81,22.65,0.7,
DIS,Walt Disney Co,,2019,,10-Q,2019-05-08,2019-03-30,30225.0,,,7471.0,8240.0,5.46,5.43,214342.0,34277.0,,44376.0,89938.0,,,,27.26,24.72,0.77,
DIS,Walt Disney Co,,2019,,10-Q,2019-05-08,2018-03-31,29899.0,,,8223.0,7360.0,4.88,4.86,,,,,,,,,24.62,27.5,,
GE,GENERAL ELECTRIC CO,,2025,,10-Q,2025-04-22,2025-03-31,9935.0,,,,1978.0,1.85,1.83,124123.0,37575.0,104654.0,34941.0,19251.0,1509.0,,,19.91,,1.08,84.31
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2024-12-31,38702.0,,,,6556.0,6.04,5.99,123140.0,37635.0,103576.0,34392.0,19342.0,4710.0,,,16.94,,1.09,84.11
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2024-09-30,9842.0,,,,1852.0,1.71,1.7,,,,,,,,,18.82,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2023-09-30,9302.0,,,,352.0,0.24,0.24,,,,,,,,,3.78,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2024-03-31,8955.0,,,,1539.0,1.41,1.4,,,,,,,,,17.19,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2022-12-31,29139.0,,,,336.0,0.05,0.05,,,,,,5917.0,,,1.15,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2023-03-31,7836.0,,,,7508.0,6.76,6.71,,,,,,,,,95.81,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2024-06-30,9094.0,,,,1266.0,1.16,1.15,,,,,,,,,13.92,,,
GE,GENERAL ELECTRIC CO,,2024,,10-K,2025-02-03,2023-12-31,35348.0,,,,9482.0,8.44,8.36,173300.0,42556.0,144695.0,32103.0,27403.0,5189.0,,,26.82,,1.33,83.49
GE,GENERAL ELECTRIC CO,,2024,,10-Q,2024-07-23,2024-06-30,18048.0,,,,2805.0,2.58,2.55,123190.0,37352.0,104347.0,32750.0,18598.0,1905.0,,,15.54,,1.14,84.7
GE,GENERAL ELECTRIC CO,,2024,,10-Q,2024-04-23,2024-03-31,16053.0,,,,1537.0,1.41,1.39,163942.0,59589.0,132838.0,51087.0,29855.0,992.0,,,9.57,,1.17,81.03
GE,GENERAL ELECTRIC CO,,2024,,10-Q,2024-04-23,2023-03-31,14486.0,,,,7506.0,6.76,6.71,,,,,,-259.0,,,51.82,,,
GE,GENERAL ELECTRIC CO,,2024,,10-Q,2024-10-22,2024-09-30,27890.0,,,,4657.0,4.28,4.24,126698.0,38649.0,107595.0,34093.0,18874.0,3413.0,,,16.7,,1.13,84.92
GE,GENERAL ELECTRIC CO,,2024,,10-Q,2024-07-23,2023-06-30,16591.0,,,,7541.0,6.74,6.68,,,,,,226.0,,,45.45,,,
GE,GENERAL ELECTRIC CO,,2023,,10-K,2024-02-02,2023-06-30,16699.0,,,,35.0,-0.02,-0.02,,,,,,,,,0.21,,,
GE,GENERAL ELECTRIC CO,,2023,,10-K,2024-02-02,2022-06-30,14127.0,,,,-882.0,-0.86,-0.86,,,,,,,,,-6.24,,,
GE,GENERAL ELECTRIC CO,,2023,,10-Q,2023-10-24,2023-09-30,48531.0,,,,7889.0,6.98,6.91,156662.0,56434.0,126830.0,48164.0,28665.0,2038.0,,,16.26,,1.17,80.96
GE,GENERAL ELECTRIC CO,,2023,,10-Q,2023-04-25,2022-03-31,12675.0,,,,-1136.0,-1.08,-1.08,,,,,,-556.0,,,-8.96,,,
GE,GENERAL ELECTRIC CO,,2022,,10-K,2023-02-10,2022-03-31,17040.0,,,,-1042.0,-0.99,-0.99,,,,,,,,,-6.12,,,
GE,GENERAL ELECTRIC CO,,2022,,10-K,2023-02-10,2021-12-31,74196.0,,,,-6520.0,-6.16,-6.16,198874.0,66348.0,157262.0,51953.0,40310.0,3332.0,,,-8.79,,1.28,79.08
GE,GENERAL ELECTRIC CO,,2022,,10-K,2023-02-10,2021-09-30,18569.0,,,,1257.0,1.09,1.08,,,,,,,,,6.77,,,
GE,GENERAL ELECTRIC CO,,2022,,10-K,2023-02-10,2022-09-30,19084.0,,,,-165.0,-0.21,-0.21,,,,,,,,,-0.86,,,
GE,GENERAL ELECTRIC CO,,2022,,10-K,2023-02-10,2021-03-31,17071.0,,,,-2802.0,-2.62,-2.61,,,,,,,,,-16.41,,,
GE,GENERAL ELECTRIC CO,,2022,,10-Q,2022-10-25,2022-09-30,54769.0,,,,-1997.0,-1.99,-1.99,180877.0,60082.0,148124.0,54657.0,31475.0,1417.0,,,-3.65,,1.1,81.89
GE,GENERAL ELECTRIC CO,,2022,,10-Q,2022-07-26,2022-06-30,35686.0,,,,-1833.0,-1.78,-1.78,185540.0,60658.0,149597.0,53883.0,34649.0,-6.0,,,-5.14,,1.13,80.63
GE,GENERAL ELECTRIC CO,,2022,,10-Q,2022-07-26,2021-06-30,35323.0,,,,-3934.0,-3.7,-3.7,,,,,33487.0,-1441.0,,,-11.14,,,
GE,GENERAL ELECTRIC CO,,2021,,10-K,2022-02-11,2020-06-30,16811.0,,,,-1987.0,-2.12,-2.12,,,,,,,,,-11.82,,,
GE,GENERAL ELECTRIC CO,,2021,,10-K,2022-02-11,2020-03-31,19380.0,,,,6199.0,5.62,5.61,,,,,,,,,31.99,,,
GE,GENERAL ELECTRIC CO,,2021,,10-K,2022-02-11,2020-09-30,18609.0,,,,-1144.0,-1.09,-1.09,,,,,,,,,-6.15,,,
GE,GENERAL ELECTRIC CO,,2021,,10-K,2022-02-11,2021-06-30,18253.0,,,,-1131.0,-1.08,-1.08,,,,,,,,,-6.2,,,
GE,GENERAL ELECTRIC CO,,2021,,10-K,2022-02-11,2020-12-31,75833.0,,,,5704.0,4.63,4.63,256211.0,84853.0,219138.0,54613.0,35552.0,3568.0,,,7.52,,1.55,85.53
GE,GENERAL ELECTRIC CO,,2021,,10-Q,2021-10-26,2021-09-30,53826.0,,,,-2677.0,-2.61,-2.61,237133.0,103587.0,198172.0,57676.0,37477.0,900.0,,,-4.97,,1.8,83.57
GE,GENERAL ELECTRIC CO,,2021,,10-Q,2021-04-27,2020-03-31,19490.0,,,,6199.0,0.7,0.7,,,,,35284.0,-233.0,,,31.81,,,
GE,GENERAL ELECTRIC CO,,2021,,10-Q,2021-04-27,2021-03-31,17118.0,,,,-2802.0,-0.33,-0.33,245164.0,113198.0,210011.0,57681.0,33585.0,-1959.0,,,-16.37,,1.96,85.66
GE,GENERAL ELECTRIC CO,,2020,,10-K,2021-02-12,2018-12-31,97012.0,,,,-22355.0,-2.62,-2.62,,,,,30981.0,4978.0,,,-23.04,,,
GE,GENERAL ELECTRIC CO,,2020,,10-Q,2020-07-29,2020-06-30,38273.0,,,,4212.0,0.44,0.44,256487.0,,221233.0,,33674.0,-1372.0,,,11.01,,,86.26
GE,GENERAL ELECTRIC CO,,2020,,10-Q,2020-10-28,2020-09-30,57690.0,,,,3068.0,0.3,0.3,254315.0,,219522.0,,33269.0,-37.0,,,5.32,,,86.32
GE,GENERAL ELECTRIC CO,,2019,,10-K,2020-02-24,2017-12-31,99279.0,,,,-8484.0,-1.03,-1.03,,,,,56031.0,6554.0,,,-8.55,,,
GE,GENERAL ELECTRIC CO,,2019,,10-K,2020-02-24,2019-12-31,95214.0,,,,-4979.0,-0.62,-0.62,266048.0,,236187.0,,28316.0,8772.0,,,-5.23,,,88.78
GE,GENERAL ELECTRIC CO,,2019,,10-Q,2019-04-30,2019-03-31,27286.0,,,,3588.0,0.41,0.4,315082.0,,259020.0,,35161.0,42.0,,,13.15,,,82.21
GE,GENERAL ELECTRIC CO,,2019,,10-Q,2019-07-31,2019-06-30,56117.0,,,,3716.0,0.4,0.4,312109.0,,255980.0,,35816.0,20.0,,,6.62,,,82.02
GE,GENERAL ELECTRIC CO,,2019,,10-Q,2019-04-30,2018-03-31,27788.0,,,,-1147.0,-0.14,-0.14,,,,,55965.0,312.0,,,-4.13,,,
GE,GENERAL ELECTRIC CO,,2019,,10-Q,2019-10-30,2019-09-30,68976.0,,,,-5707.0,-0.69,-0.69,263009.0,,233856.0,,27935.0,2033.0,,,-8.27,,,88.92
GE,GENERAL ELECTRIC CO,,2018,,10-Q,2018-10-30,2018-09-30,88337.0,,,,-23116.0,-2.69,-2.69,311691.0,,263468.0,,31454.0,-435.0,,,-26.17,,,84.53
GE,GENERAL ELECTRIC CO,,2018,,10-Q,2018-07-27,2018-06-30,58764.0,,,,-347.0,-0.07,-0.07,342769.0,,267639.0,,55069.0,1947.0,,,-0.59,,,78.08
GE,GENERAL ELECTRIC CO,,2017,,10-K,2018-02-23,2015-12-31,117386.0,,,,-6126.0,-0.62,-0.61,493071.0,,,,98274.0,19891.0,,,-5.22,,,
GE,GENERAL ELECTRIC CO,,2017,,10-Q,2017-05-05,2016-03-31,27845.0,,,,228.0,-0.01,-0.01,,,,,91088.0,644.0,,,0.82,,,
GE,GENERAL ELECTRIC CO,,2017,,10-Q,2017-07-28,2017-06-30,57219.0,,,,2020.0,0.21,0.2,355473.0,,276498.0,,74148.0,2494.0,,,3.53,,,77.78
GE,GENERAL ELECTRIC CO,,2017,,10-Q,2017-05-05,2017-03-31,27660.0,,,,653.0,0.07,0.07,351643.0,,272416.0,,74534.0,309.0,,,2.36,,,77.47
GE,GENERAL ELECTRIC CO,,2017,,10-Q,2017-10-30,2017-09-30,90691.0,,,,3856.0,0.41,0.41,378038.0,,280544.0,,76105.0,3518.0,,,4.25,,,74.21
GE,GENERAL ELECTRIC CO,,2016,,10-K,2017-02-24,2016-12-31,123693.0,,,,8831.0,0.9,0.89,365183.0,,284668.0,,75828.0,-244.0,,,7.14,,,77.95
GE,GENERAL ELECTRIC CO,,2016,,10-Q,2016-08-01,2016-06-30,61339.0,,,,3081.0,0.29,0.28,401461.0,,311708.0,,84991.0,-2913.0,,,5.02,,,77.64
GE,GENERAL ELECTRIC CO,,2016,,10-Q,2016-11-02,2016-09-30,90604.0,,,,5164.0,0.51,0.51,387694.0,,301098.0,,81882.0,-1873.0,,,5.7,,,77.66
GE,GENERAL ELECTRIC CO,,2016,,10-Q,2016-08-01,2015-06-30,55466.0,,,,-14933.0,-1.48,-1.48,,,,,109503.0,12385.0,,,-26.92,,,
GE,GENERAL ELECTRIC CO,,2015,,10-K,2016-02-26,2012-12-31,112588.0,,,,,,,,,,,123026.0,,,,,,,
GE,GENERAL ELECTRIC CO,,2015,,10-K,2016-02-26,2014-12-31,117184.0,,,,15233.0,1.51,1.5,654954.0,,518023.0,,128159.0,27709.0,,,13.0,,,79.09
GE,GENERAL ELECTRIC CO,,2015,,10-Q,2015-07-30,2014-06-30,62488.0,,,,6544.0,0.65,0.65,,,,,134013.0,10210.0,,,10.47,,,
GE,GENERAL ELECTRIC CO,,2015,,10-Q,2015-05-04,2015-03-31,29356.0,,,,-13573.0,-1.35,-1.35,617631.0,,500333.0,,108560.0,6090.0,,,-46.24,,,81.01
GE,GENERAL ELECTRIC CO,,2015,,10-Q,2015-11-02,2015-09-30,92731.0,,,,-12427.0,-1.23,-1.23,581310.0,,461317.0,,111204.0,13147.0,,,-13.4,,,79.36
GE,GENERAL ELECTRIC CO,,2014,,10-K,2015-02-27,2011-12-31,146542.0,,,,,,,,,,,116438.0,,,,,,,
GE,GENERAL ELECTRIC CO,,2014,,10-K,2015-02-27,2013-12-31,146045.0,,,,13057.0,1.28,1.27,656560.0,,519777.0,,130566.0,28579.0,,,8.94,,,79.17
GE,GENERAL ELECTRIC CO,,2014,,10-Q,2014-05-12,2014-03-31,34178.0,,,5212.0,2999.0,0.3,0.3,652252.0,,514233.0,,131836.0,4961.0,,,8.77,15.25,,78.84
GE,GENERAL ELECTRIC CO,,2014,,10-Q,2014-11-04,2014-09-30,106585.0,,,,10081.0,1.0,0.99,650021.0,,506510.0,,134998.0,16245.0,,,9.46,,,77.92
GE,GENERAL ELECTRIC CO,,2013,,10-Q,2013-11-01,2013-09-30,105858.0,,,16484.0,9851.0,0.96,0.95,661438.0,,532393.0,,122692.0,17162.0,,,9.31,15.57,,80.49
GE,GENERAL ELECTRIC CO,,2013,,10-Q,2013-05-08,2013-03-31,35010.0,,,4863.0,3527.0,0.34,0.34,670690.0,,541640.0,,123714.0,4610.0,,,10.07,13.89,,80.76
GE,GENERAL ELECTRIC CO,,2013,,10-Q,2013-07-26,2013-06-30,70133.0,,,10624.0,6660.0,0.65,0.64,660541.0,,531730.0,,122509.0,11931.0,,,9.5,15.15,,80.5
GE,GENERAL ELECTRIC CO,,2012,,10-K,2013-02-26,2011-06-30,12440.0,,,,3764.0,0.35,0.35,,,,,,,,,30.26,,,
GE,GENERAL ELECTRIC CO,,2012,,10-K,2013-02-26,2012-06-30,11458.0,,,,3105.0,0.29,0.29,,,,,,,,,27.1,,,
GE,GENERAL ELECTRIC CO,,2012,,10-K,2013-02-26,2011-09-30,12015.0,,,,3224.0,0.22,0.22,,,,,,,,,26.83,,,
GE,GENERAL ELECTRIC CO,,2012,,10-Q,2012-07-30,2012-06-30,71683.0,,,10927.0,6139.0,0.58,0.58,694121.0,,570222.0,,120119.0,14217.0,,,8.56,15.24,,82.15
GE,GENERAL ELECTRIC CO,,2012,,10-Q,2012-11-07,2012-09-30,108032.0,,,16171.0,9630.0,0.91,0.91,698880.0,,570864.0,,122552.0,20078.0,,,8.91,14.97,,81.68
GE,GENERAL ELECTRIC CO,,2012,,10-Q,2012-05-04,2011-03-31,38329.0,,,4774.0,3433.0,0.32,0.31,,,,,123535.0,7696.0,,,8.96,12.46,,
GE,GENERAL ELECTRIC CO,,2012,,10-Q,2012-05-04,2012-03-31,35182.0,,,5061.0,3034.0,0.29,0.29,707719.0,,586131.0,,119867.0,6466.0,,,8.62,14.39,,82.82
GE,GENERAL ELECTRIC CO,,2011,,10-K,2012-02-24,2009-12-31,154438.0,,,15616.0,11025.0,1.01,1.01,781949.0,,,,117291.0,24417.0,,,7.14,10.11,,
GE,GENERAL ELECTRIC CO,,2011,,10-Q,2011-07-29,2011-06-30,73960.0,,,9950.0,7197.0,0.66,0.66,739130.0,,608733.0,,128074.0,15140.0,,,9.73,13.45,,82.36
GE,GENERAL ELECTRIC CO,,2011,,10-Q,2011-11-08,2011-09-30,109327.0,,,14624.0,10421.0,0.88,0.88,737700.0,,610927.0,,124461.0,24223.0,,,9.53,13.38,,82.82
GE,GENERAL ELECTRIC CO,,2011,,10-Q,2011-05-06,2010-03-31,36204.0,,,,1945.0,0.17,0.17,,,,,,7094.0,,,5.37,,,
GE,GENERAL ELECTRIC CO,,2010,,10-K,2011-02-25,2009-06-30,12943.0,,,,2690.0,0.25,0.25,,,,,,,,,20.78,,,
GE,GENERAL ELECTRIC CO,,2010,,10-K,2011-02-25,2009-09-30,12325.0,,,,2493.0,0.23,0.23,,,,,,,,,20.23,,,
GE,GENERAL ELECTRIC CO,,2010,,10-K,2011-02-25,2010-03-31,12796.0,,,,1944.0,0.17,0.17,,,,,,,,,15.19,,,
